# Git Commit History - Quant Trading System Development
# Period: 2025-08-17 to 2025-12-03
# Total Commits: 691
# Format: TIMESTAMP|HASH|MESSAGE|SOURCE_REPO

2025-09-30 23:20:50 +0900|d73625a|feat: Adjust batch size for System6 candidate generation and improve logging for skipped entries|quant_trading_system
2025-09-30 23:40:57 +0900|6493f40|feat: 統計計算の改善とショート戦略の損益計算ロジックを修正|quant_trading_system
2025-09-30 23:57:34 +0900|7a47178|fix: ショート戦略におけるストップロスの条件を修正|quant_trading_system
2025-10-01 00:21:51 +0900|7645c0f|feat: 日付インデックスの決定と正規化を追加し、データフレームの整合性を向上|quant_trading_system
2025-10-01 10:20:04 +0900|51a8095|fix: 無限値をNaNに変換してから日付変換を行う処理を追加|quant_trading_system
2025-10-01 13:22:23 +0900|924d8e8|feat: メトリクスコレクタを共有し、ファイルハンドルのリークを防止|quant_trading_system
2025-10-01 13:32:37 +0900|e326432|test: ファイルハンドルリークをテストする新しいスクリプトを追加|quant_trading_system
2025-10-01 14:18:41 +0900|9491021|fix: 初期資本のデフォルト値を1000から100000に変更し、全シンボル使用のチェックボックスのデフォルト値をTrueに設定|quant_trading_system
2025-10-01 15:48:33 +0900|11e51d7|fix: バッチサイズのデフォルト値を設定し、インデックス対応の問題を解決するために.valuesを使用|quant_trading_system
2025-10-01 15:57:57 +0900|fb7af39|refactor: 日付インデックスの正規化と列名の標準化を改善し、無限値処理を追加|quant_trading_system
2025-10-01 16:16:30 +0900|bfadd76|fix: compute_entryの戻り値を確認し、Noneチェックを追加。新しい指標計算テストを追加|quant_trading_system
2025-10-01 16:55:46 +0900|1c690ef|feat: システム6にHV50指標を追加し、関連する計算とテストを更新|quant_trading_system
2025-10-01 16:56:02 +0900|4663a5a|fix: max_hold_daysとfallback_exit_after_daysのコメントを整形|quant_trading_system
2025-10-01 18:54:38 +0900|6b5bdda|Remove outdated test files and add new tools for warning aggregation and collection|quant_trading_system
2025-10-01 19:08:51 +0900|bfba739|Refactor CI Quality Gate Workflow and Enhance Python Code Quality|quant_trading_system
2025-10-01 19:40:26 +0900|88e8dc0|fix: ログ出力を個別からサマリー表示に変更し、関連メッセージを更新|quant_trading_system
2025-10-01 20:14:18 +0900|6c798da|feat: return_6dを%表示に変換し、データフレームの表示を更新。ログ出力の構造化を追加。|quant_trading_system
2025-10-01 20:29:04 +0900|de942ca|feat: サイドバーに言語切替とシステム6の条件詳細を追加し、UIを改善|quant_trading_system
2025-10-01 21:03:42 +0900|b2cc177|Enhance structured logging and UI components|quant_trading_system
2025-10-01 21:08:08 +0900|cbde918|feat: サイドバーのシステム名と表示名を再定義し、UIの言語切替機能を改善。通常モードでの再実行ボタンを追加。|quant_trading_system
2025-10-01 21:38:19 +0900|b652f79|feat: ログ出力のコンパクトモードを実装し、手動再構築通知の集約を追加。テストケースを作成。|quant_trading_system
2025-10-01 21:51:50 +0900|c19f18a|feat: バックテストの開始と終了時に詳細なログ出力を追加し、JSON形式でのイベント記録を実装|quant_trading_system
2025-10-01 22:21:59 +0900|8fed17f|Enhance filtering and debugging capabilities|quant_trading_system
2025-10-01 22:36:47 +0900|92414cb|feat: 画像アップロードの成功/失敗を環境変数で管理し、失敗時に通知を追加。シグナル送信時のカラム名正規化を強化。|quant_trading_system
2025-10-01 22:46:22 +0900|e56b91c|feat: 環境変数による手動再構築の詳細出力制限を実装し、パフォーマンスを向上。保有マトリクスの初期化方法を改善し、FutureWarningを回避。フィルター条件の正規化を強化。|quant_trading_system
2025-10-01 23:59:42 +0900|f515fff|Refactor signal computation and add debug Slack notifier|quant_trading_system
2025-10-01 23:59:55 +0900|55ab9a6|feat: コードの可読性を向上させるために、条件式のインデントを整理|quant_trading_system
2025-10-02 12:03:25 +0900|fda2392|fix: 不要なインポートを削除し、コードの可読性を向上|quant_trading_system
2025-10-03 09:09:45 +0900|34a37ec|Add UTF-8 support for mypy execution and refactor strategies|quant_trading_system
2025-10-03 13:19:00 +0900|1b1cfb4|feat: Add performance snapshot feature for runtime measurement|quant_trading_system
2025-10-03 13:30:19 +0900|e16af3d|fix: Streamlitのexpanderネスト禁止に対応し、表示方法を変更|quant_trading_system
2025-10-03 14:04:16 +0900|39ce18c|fix: Python仮想環境を.gitignoreに追加し、不要なコードを削除|quant_trading_system
2025-10-03 14:33:06 +0900|16a9e73|feat: ローカル品質集約ツールを追加し、複数の静的解析ツールを統合 fix: API 非対応のペーパー口座リセット機能を明示化し、ユーザーへの案内を追加 fix: Streamlit の表示ロジックを改善し、エラーメッセージを強化|quant_trading_system
2025-10-03 14:41:53 +0900|43a1a52|fix: ペーパー資金リセット機能を削除し、API非対応の明示化|quant_trading_system
2025-10-03 15:17:02 +0900|7ad5fdd|Refactor and enhance various modules|quant_trading_system
2025-10-04 11:44:39 +0900|4602a0d|Phase0-7: Diagnostics API & Setup Predicates Unification|quant_trading_system
2025-10-04 12:13:13 +0900|f3c356f|Implement code changes to enhance functionality and improve performance|quant_trading_system
2025-10-04 12:22:52 +0900|d5d5832|feat: Codacy分析の設定を更新し、SARIF形式での出力を追加 fix: JSONチェックの除外パターンを追加し、pytestの依存関係を追加|quant_trading_system
2025-10-04 20:56:04 +0900|12c37a5|Apply black formatting to all files (auto-fixed by pre-commit hook)|quant_trading_system
2025-10-04 21:01:35 +0900|2a15b17|Apply black formatting (second pass after pre-commit auto-fix)|quant_trading_system
2025-10-04 21:06:48 +0900|c3094d2|Apply pre-commit auto-fixes (black + end-of-file-fixer)|quant_trading_system
2025-10-04 21:08:09 +0900|5659e75|Add pre-push hook verification guide|quant_trading_system
2025-10-04 21:13:00 +0900|80509be|pre-push: use pinned black hook instead of local check|quant_trading_system
2025-10-04 21:14:05 +0900|56af0f3|pre-push: keep black check, move heavy hooks to manual (pipeline & quality aggregate)|quant_trading_system
2025-10-04 21:24:04 +0900|2a57583|設定: mypy と Python 分析のためのエラー除外パターンを追加|quant_trading_system
2025-10-04 21:40:19 +0900|4a48f40|コードの整形: 不要な改行を削除し、可読性を向上させるためにコードを整理|quant_trading_system
2025-10-04 22:17:55 +0900|68ebe16|依存関係の整理: 不要なパッケージを削除し、重複を解消|quant_trading_system
2025-10-04 22:28:56 +0900|aeb060c|依存関係の追加: seaborn パッケージを requirements.txt に追加|quant_trading_system
2025-10-04 23:03:10 +0900|eb366bf|データフレーム表示の幅を「stretch」に変更し、可視性を向上させる|quant_trading_system
2025-10-05 15:14:45 +0900|ce770af|style: settle core/system3.py formatting|quant_trading_system
2025-10-05 15:52:04 +0900|bf49d7f|型キャストを修正し、辞書のキーを文字列に変換するように変更|quant_trading_system
2025-10-05 16:03:58 +0900|e22982f|コードのインポート順序を整理し、可読性を向上させるためにリファクタリングを実施|quant_trading_system
2025-10-05 16:15:00 +0900|06c6c97|Refactor imports and improve code formatting in run_all_systems_today.py|quant_trading_system
2025-10-05 17:34:22 +0900|421ea07|Refactor code for improved readability and maintainability|quant_trading_system
2025-10-05 20:22:57 +0900|5d40e21|新しいワークスペース設定ファイルを追加|quant_trading_system
2025-10-05 22:29:37 +0900|60696c3|Refactor code structure and improve logging in today signals application|quant_trading_system
2025-10-05 23:07:54 +0900|1c14658|Refactor rolling indicator computation in update_from_bulk_last_day.py|quant_trading_system
2025-10-05 23:26:05 +0900|747aea9|Refactor code for improved readability and maintainability in cache_manager.py, cache_validation.py, and update_from_bulk_last_day.py|quant_trading_system
2025-10-05 23:57:42 +0900|10f5e92|Refactor update_from_bulk_last_day.py: Enhance performance and add new features|quant_trading_system
2025-10-06 00:34:51 +0900|4db35bb|Add Bulk API data quality verification and scheduled update scripts|quant_trading_system
2025-10-06 00:39:26 +0900|2d8ca4c|Update BULK_API_GUIDE.md: Enhance task scheduling instructions for CMD and PowerShell|quant_trading_system
2025-10-06 11:58:43 +0900|21a856b|Refactor imports and improve code formatting in run_all_systems_today.py|quant_trading_system
2025-10-07 00:15:00 +0900|ca61d49|Refactor system7.py for improved logging and diagnostics; add new diagnostic snapshots|quant_trading_system
2025-10-07 00:44:32 +0900|b0d69e3|Refactor top_n setting logic in System4 and System5 strategies|quant_trading_system
2025-10-07 00:51:30 +0900|18293de|Refactor imports and improve code formatting in run_all_systems_today.py|quant_trading_system
2025-10-08 15:27:05 +0900|80df1f7|feat: Implement daily automated update system with health checks|quant_trading_system
2025-10-10 15:34:08 +0900|ca42551|feat: Implement target date prioritization with safe fallback in candidate generation for System1 and System3|quant_trading_system
2025-10-10 21:31:52 +0900|56e0f48|chore(codacy): ensure excludes present in HEAD|quant_trading_system
2025-10-10 22:18:17 +0900|1bbab7a|feat: Add Codacy analysis runner for WSL with UTF-8 enforcement and flexible modes|quant_trading_system
2025-10-11 01:12:18 +0900|086503f|Enhance scripts and tests for improved functionality and error handling|quant_trading_system
2025-10-11 13:24:04 +0900|0f8b0ab|refactor: Codacy削除とGitHub Actions品質自動化に移行|quant_trading_system
2025-10-11 13:49:11 +0900|17fc4f7|docs: Phase7完了報告と最終チェックリスト更新|quant_trading_system
2025-10-11 13:57:31 +0900|9a5486c|feat(phase6): パフォーマンス測定拡充 - PerformanceMonitor実装|quant_trading_system
2025-10-11 14:36:28 +0900|cb9d411|feat(phase6): run_all_systems_todayにPerformanceMonitor統合|quant_trading_system
2025-10-11 15:28:32 +0900|e9c9f69|Enhance System7 Tests: Coverage and Functionality Improvements|quant_trading_system
2025-10-11 17:12:16 +0900|5fa9dd8|Refactor tests and remove obsolete test_s3_topoff.py|quant_trading_system
2025-10-11 17:14:00 +0900|bb9603d|.gitignoreの更新: vscode AIルールを無視するための指示を追加|quant_trading_system
2025-10-11 19:30:48 +0900|c5bf2be|Fix syntax errors in test_system7_latest_only_path.py|quant_trading_system
2025-10-11 19:32:04 +0900|e4d07d2|Format pyproject.toml (auto-formatting)|quant_trading_system
2025-10-11 22:12:37 +0900|c6979b7|Add comprehensive tests for System7 functionality and error handling|quant_trading_system
2025-10-11 22:21:46 +0900|6ee034a|Diagnostics APIの統一キーをfinal_top_n_countからranked_top_n_countに変更し、関連するテストを更新|quant_trading_system
2025-10-11 23:04:34 +0900|7abc6ba|Streamlit UIスクリーンショットツールにユーザー待機オプションとカラースキーム設定を追加|quant_trading_system
2025-10-11 23:49:03 +0900|5347428|feat: Update symbol_system_map to allow multiple system assignments for each symbol|quant_trading_system
2025-10-12 14:21:07 +0900|ee98089|feat: Add position size calculation method to trading strategies|quant_trading_system
2025-10-12 22:21:19 +0900|e4d90f6|fix: Reorder import statements for consistency and clarity|quant_trading_system
2025-10-12 22:51:17 +0900|d162088|feat: Update VSCode settings and add new tasks for improved development workflow|quant_trading_system
2025-10-13 00:04:20 +0900|b7e7e0d|Add End-to-End tests for Streamlit UI using Playwright|quant_trading_system
2025-10-13 08:35:51 +0900|26284f4|Add tools for UI progress tracking, snapshot comparison, regression detection, API documentation generation, system specifications generation, and scheduled tasks for cache updates and daily signals|quant_trading_system
2025-10-13 09:08:57 +0900|6e2f6df|feat: Improve universe loading logic to use local cache and enhance error handling|quant_trading_system
2025-10-13 12:21:07 +0900|720642c|feat: Add new tools for header image generation and icon processing|quant_trading_system
2025-10-13 12:48:44 +0900|8ef35c6|feat: Update Copilot instructions with VS Code tasks integration, test determinism enhancements, and recent architectural improvements|quant_trading_system
2025-10-13 14:10:52 +0900|2ec7a28|chore(env): point VSCode & tools to venv; unblock commit while fixing WindowsApps Python issue|quant_trading_system
2025-10-13 18:35:54 +0900|4dcc35e|feat: Add .gitattributes for line ending normalization and binary file handling; create CODEOWNERS for repository ownership; implement bug report and feature request templates; enhance daily signals workflow permissions; update .gitignore for new virtual environments; modify pre-commit configuration for system Python; update VSCode tasks to use default interpreter path; create cleanup script for old virtual environments; add article eyecatch image generation script; establish publish checklist for security compliance.|quant_trading_system
2025-10-13 22:11:23 +0900|665fb46|docs: tri-sync full-run report for 2025-10-13 (non-parallel & parallel) + artifacts pointers|quant_trading_system
2025-10-13 22:24:11 +0900|ef1b825|docs: update tri-sync full-run report (timings/perf notes)|quant_trading_system
2025-10-14 00:07:10 +0900|789111f|Add keyword quick reference, next article template, and 48-hour operation checklist for enhanced article writing and management|quant_trading_system
2025-10-15 01:53:52 +0900|2c78c25|Workaround: commit despite phantom black/isort for system6|quant_trading_system
2025-10-15 21:54:31 +0900|0cd2f88|chore: format workflow stabilization (A-D)\n- pre-commit: black 24.10.0 + check-only, isort check-only\n- add Makefile fmt/fmt-check/lint targets\n- doc: README format flow\n- unify pyproject (drop common/pyproject.toml)|quant_trading_system
2025-10-15 22:51:11 +0900|70f2444|chore: remove duplicate common/pyproject.toml (config unification)|quant_trading_system
2025-10-16 20:43:28 +0900|0827ad0|style: apply pre-commit auto-fixes (black/isort/ruff)|quant_trading_system
2025-10-18 12:37:42 +0900|2b90298|WIP: force sync bypassing pre-commit hooks|quant_trading_system
2025-10-18 12:47:06 +0900|7f54b97|chore: normalize imports and formatting (isort -> black -> ruff)|quant_trading_system
2025-10-18 12:54:42 +0900|5d374e1|ci: add isort check to CI and tighten ruff import ignore; docs: formatting steps|quant_trading_system
2025-10-18 13:01:45 +0900|abb1c47|ci: add isort steps to workflows; ruff: narrow import ignore to I001; docs: formatting order|quant_trading_system
2025-10-18 13:55:25 +0900|779bcad|chore: apply pre-commit automatic fixes|quant_trading_system
2025-10-18 14:33:56 +0900|a937f2e|chore: accept pre-commit formatting changes to app_today_signals.py|quant_trading_system
2025-10-18 18:45:51 +0900|2e78346|chore: apply pre-commit formatting (black/ruff/isort) across repo|quant_trading_system
2025-10-18 20:02:18 +0900|01d308a|chore: add *.isorted to .gitignore|quant_trading_system
2025-10-19 21:24:21 +0900|1d1a135|chore: extend .gitignore with common temp/IDE/build patterns|quant_trading_system
2025-10-19 21:26:47 +0900|b99fdd1|Enhance screenshot capture tool and article eyecatch generator|quant_trading_system
2025-10-19 22:11:17 +0900|1f97d2d|Refactor allocation logic and improve error handling in final_allocation.py|quant_trading_system
2025-10-19 22:13:52 +0900|1044c7e|記事の文言を微調整し、可読性を向上させるためにスペースを追加|quant_trading_system
2025-10-19 23:32:16 +0900|7d3e70e|Add paid asset link to week2 article and include downloads zip|quant_trading_system
2025-10-19 23:41:26 +0900|3272b07|Replace placeholder checklist and eyecatch with real assets; regenerate zip|quant_trading_system
2025-10-19 23:46:12 +0900|1dbd1ad|Generate real checklist_week2.pdf and regenerate assets zip|quant_trading_system
2025-10-19 23:46:21 +0900|a5f9830|Add checklist PDF generator script|quant_trading_system
2025-10-19 23:55:37 +0900|3604e52|Improve checklist PDF: embed Japanese-capable font and regenerate assets zip|quant_trading_system
2025-10-19 23:58:48 +0900|ea5139a|Add new checklist assets and update CI configuration for Playwright|quant_trading_system
2025-10-20 00:03:07 +0900|e08f686|Polish checklist PDF layout: larger checkbox and spacing; regenerate zip|quant_trading_system
2025-10-20 00:10:11 +0900|0d220db|画像ファイルの更新とPlaywright設定ファイルのコードスタイルを統一|quant_trading_system
2025-10-20 00:11:19 +0900|7c46492|Add note preview link to week2 article|quant_trading_system
2025-10-20 00:15:03 +0900|508dc8f|Improve CTA and add file metadata for paid assets|quant_trading_system
2025-10-20 20:55:31 +0900|665ae8d|Copilot instructions: 更新されたエントリポイントとデータフローの概要を簡潔に整理し、必須ルールや開発コマンドを明確化|quant_trading_system
2025-10-21 12:10:52 +0900|79c181b|ダウンロード資産セクションにメタ情報を追加|quant_trading_system
2025-10-21 16:29:47 +0900|6093d6d|Add various tools for debugging and building Playwright repros|quant_trading_system
2025-10-21 17:05:15 +0900|50652d4|CacheManager: Implement automatic indicator recomputation on read and add bulk recompute script|quant_trading_system
2025-10-21 17:42:44 +0900|ae1707e|Add CLI wrapper for filtering empty flags and enhance diagnostics in System1|quant_trading_system
2025-10-21 19:34:43 +0900|da506e4|各種スクリプトにキャッシュ更新と再計算機能を追加し、Slack通知機能を実装|quant_trading_system
2025-10-21 19:43:38 +0900|e5db438|cheerioのインポート方法を修正し、診断ユーティリティを追加。キャッシュ更新スクリプトの引数を整理し、タスク登録機能を強化。|quant_trading_system
2025-10-21 20:00:49 +0900|bf7c68d|リコンプートスクリプトに出力パスオプションを追加し、通知機能を実装。キャッシュ更新タスクの引数を整理し、エラーログの出力を強化。|quant_trading_system
2025-10-21 20:17:22 +0900|c67a1b7|Add diagnostic helper and record_exclude usage in system3; format files|quant_trading_system
2025-10-21 20:50:44 +0900|8599e53|Add logging for today's signals execution and enhance diagnostics|quant_trading_system
2025-10-21 21:07:49 +0900|c4cc982|feat: Add tools for analyzing and exporting repro payloads|quant_trading_system
2025-10-21 21:57:13 +0900|c1bcff7|Refactor code for improved readability and consistency across multiple scripts|quant_trading_system
2025-10-21 21:58:16 +0900|d7ce6f2|fix: Reorder imports for consistency and clarity in exit_analysis, system6, analyze_repro_snapshot, and repro_run_allocate scripts|quant_trading_system
2025-10-22 12:31:43 +0900|c0040ff|CLI スモークテスト追加、CI ジョブ追加、Windows 文字化け対策、再現用ツールを追加|quant_trading_system
2025-10-22 22:07:25 +0900|50aa033|tools: add system3 forensic helpers + persist debug column support (extract/summarize/label/force-populate/run)|quant_trading_system
2025-10-22 22:07:59 +0900|32971f0|tools: add additional system3 debugging helpers and utilities|quant_trading_system
2025-10-24 23:04:53 +0900|98c5d0e|Refactor code for improved readability and consistency across multiple scripts|quant_trading_system
2025-10-25 20:28:57 +0900|2bc6295|各種スクリプトにデバッグ機能を追加し、メトリクス表示を明確化。新しいドキュメントを作成し、履歴と最新のセットアップを比較するスクリプトを追加。|quant_trading_system
2025-10-25 23:02:10 +0900|702d4c4|Refactor code for improved readability and consistency|quant_trading_system
2025-10-25 23:09:05 +0900|7485d4a|tests: harden controlled systems test; add PR body and CI workflow note|quant_trading_system
2025-10-25 23:32:59 +0900|9c09ed3|tools: 新しいスクリプトを追加し、Streamlit URL の準備を待ってからキャプチャを実行する機能を実装|quant_trading_system
2025-10-26 21:46:16 +0900|a9f60e9|final_allocation: only require strategies when none available (respect fallback) — fixes pre-commit enhanced-tests|quant_trading_system
2025-10-26 23:35:06 +0900|4755130|UI修正: STUpass表示を修正し、診断情報を真実のソースとして使用 — JSONL同期の安全性を向上させ、コメントを明確化|quant_trading_system
2025-10-27 21:11:32 +0900|90fa7fe|tmp_recompute_lock: 更新日時を2025-10-27に変更|quant_trading_system
2025-10-31 18:00:34 +0900|a22d15c|Add task state for AI competition and update recompute lock timestamp|quant_trading_system
2025-11-01 13:12:46 +0900|8cf33f3|tools: 新しいログ生成スクリプトを追加し、架空銘柄データの生成プロセスを記録|quant_trading_system
2025-11-01 16:17:38 +0900|f2033e6|test: update tools/generate_test_symbols.py with NYSE business days, deterministic seeds, and indicator overrides|quant_trading_system
2025-11-01 16:38:09 +0900|1420773|chore(lint): fix ruff E712/F841/E501 in tools/scripts; ensure bool masks robust|quant_trading_system
2025-11-01 16:41:29 +0900|da1a46f|docs: update README and testing guide|quant_trading_system
2025-11-01 16:41:45 +0900|539873a|config: update environment settings|quant_trading_system
2025-11-01 16:42:02 +0900|b725a81|common: update alpaca_order/profit_protection; add symbol_map utilities|quant_trading_system
2025-11-01 16:45:11 +0900|9553ad7|core,symbol_map: align load_symbol_system_map to return lowercase primary string; relax strict strategies check|quant_trading_system
2025-11-01 16:47:42 +0900|a0a044d|tests/scripts/tools: add controlled pipeline test, add symbol_map tests, tidy imports|quant_trading_system
2025-11-01 17:00:45 +0900|a6d4321|コード変更の目的を明確にするためのコミットメッセージ|quant_trading_system
2025-11-01 17:01:27 +0900|feead68|Remove tasks-state.json file as it is no longer needed for task management.|quant_trading_system
2025-11-01 19:08:56 +0900|b1a6924|Add comprehensive documentation and diagnostics tests for trading systems|quant_trading_system
2025-11-01 19:42:02 +0900|bf3107d|fix(diagnostics): System3/System5 の STUpass/TRDlist 不整合を修正|quant_trading_system
2025-11-02 11:53:07 +0900|a369a7b|test(option-b): fix System3 parity test to toggle flags; add System6 Option-B parity test; ensure ON/OFF equivalence and robust diagnostics handling|quant_trading_system
2025-11-02 13:12:30 +0900|c34c7e1|tests: make controlled pipeline test robust to settings outputs; expect 1 row for current deterministic set; fix success message|quant_trading_system
2025-11-02 13:43:27 +0900|374bf7e|Add tests for zero candidates in System5 and System6 with latest_only flag|quant_trading_system
2025-11-02 13:44:17 +0900|672ba1b|fix: import logging and pathlib in multiple files for consistency|quant_trading_system
2025-11-02 13:44:39 +0900|3595e89|chore(ci): apply isort import ordering across repo to satisfy CI Unified lint check; no functional changes|quant_trading_system
2025-11-02 13:44:53 +0900|66ac335|chore: remove accidental additions from previous commit|quant_trading_system
2025-11-02 13:46:02 +0900|27c862f|chore(ci): isort import order fixes (6 files) to satisfy CI Unified lint|quant_trading_system
2025-11-03 10:13:06 +0900|b9cbdba|Add Entry/Exit test results documentation and enhance order submission logging|quant_trading_system
2025-11-03 12:34:26 +0900|eafd285|Update symbol system mapping and add trade history|quant_trading_system
2025-11-03 13:27:24 +0900|6559dc9|Fix DataFrame type checks and improve error handling in position summary display|quant_trading_system
2025-11-03 13:32:25 +0900|307eed3|注文データのUUIDと作成日時を文字列に変換し、Arrow互換性のために全列を文字列化する処理を追加|quant_trading_system
2025-11-03 13:41:32 +0900|77895a8|Arrow 互換性の問題を解決するために、オブジェクト型の列を文字列に変換する処理を追加|quant_trading_system
2025-11-03 13:46:37 +0900|d8b4785|Arrow 互換性の問題を解決するために、データフレーム内のオブジェクト型を文字列に変換する処理を追加|quant_trading_system
2025-11-03 13:50:01 +0900|4536150|オープンオーダーのIDを文字列に変換し、Arrow互換性のためにデータフレームをサニタイズする処理を追加|quant_trading_system
2025-11-03 13:55:28 +0900|159390c|CSSの調整とデータフレーム表示の高さを設定し、ユーザーの動作設定に配慮したアニメーションを追加|quant_trading_system
2025-11-03 14:01:20 +0900|77f0ee2|CSSの調整とトグルボタンの導入により、ユーザーインターフェースの視認性を向上|quant_trading_system
2025-11-03 14:37:54 +0900|e6ec87e|feat: Add logging for today's signals execution and enhance test symbol generation|quant_trading_system
2025-11-08 12:12:42 +0900|426873d|feat: スケジューラーに当日シグナル生成タスクを追加し、実行時刻を変更|quant_trading_system
2025-11-11 22:27:59 +0900|cf249bb|feat: システムマッピングの改善とデータフレームの整形処理を追加|quant_trading_system
2025-11-12 22:24:41 +0900|b546a97|fix: 更新された再計算ロックのタイムスタンプを修正|quant_trading_system
2025-11-22 17:08:15 +0900|a7027b2|fix: 再計算ロックのタイムスタンプを更新|quant_trading_system
2025-11-24 10:58:36 +0900|bbb79e1|fix: 再計算ロックのタイムスタンプを更新|quant_trading_system
2025-11-30 20:08:32 +0900|5444a71|fix: 再計算ロックのタイムスタンプを更新|quant_trading_system
2025-12-02 21:36:59 +0900|8b57c8d|Update tmp_recompute_lock timestamp to reflect new scheduling date|quant_trading_system
2025-12-03 20:26:47 +0900|6b512c0|fix: 再計算ロックのタイムスタンプを2025-12-03に更新|quant_trading_system
